Recipe Title,URL,Blogger Name,Alignment Score,Meal Type,Cuisine Style,Rating,Notes
Greek Chicken,https://diethood.com/greek-chicken/,Diethood,81,Entree,Mediterranean,,"Oven-roasted Greek chicken with lemon, garlic, oregano, and olive oil. Simple, bright, and endlessly satisfying."
Tuscan Chicken,https://diethood.com/tuscan-chicken/,Diethood,81,Entree,Italian,,Chicken in a sun-dried tomato cream sauce with spinach. Rich weeknight Italian with minimal effort.
Chicken Piccata,https://diethood.com/chicken-piccata/,Diethood,81,Entree,Italian,5 (3 ratings),Thin chicken cutlets in a bright lemon caper butter sauce. A beloved Italian-American classic done simply.
Pan Seared Salmon,https://diethood.com/pan-seared-salmon/,Diethood,81,Entree,American,4.92 (24 ratings),Salmon pan-seared to golden-crispy perfection with a garlic herb butter finish.
One Pan Chicken and Rice,https://diethood.com/one-pan-chicken-and-rice/,Diethood,81,Entree,American,,Chicken thighs baked over seasoned rice in one pan. The rice absorbs all the flavorful chicken drippings.
Shrimp Scampi,https://diethood.com/shrimp-scampi/,Diethood,81,Entree,Italian,5 (10 ratings),"Shrimp cooked in garlic butter and white wine, served over pasta. Classic Italian-American seafood dish."
Shortcut General Tso's Chicken,https://thewoksoflife.com/general-tsos-chicken-ground-chicken/,The Woks of Life,74,Entree,Asian,,Ground chicken version of General Tso's with a sticky sweet-spicy sauce. Faster weeknight take on the takeout classic.
Braised Chicken with Chestnuts,https://thewoksoflife.com/braised-chicken-with-chestnuts/,The Woks of Life,74,Entree,Asian,,Cantonese braised chicken with whole chestnuts in a savory soy-ginger sauce. A beloved autumn comfort dish.
Char Siu Pork,https://thewoksoflife.com/char-siu-recipe/,The Woks of Life,74,Entree,Asian,,Authentic Chinese BBQ pork glazed in a sweet-savory char siu marinade and roasted until lacquered. The ultimate Cantonese classic.
Kung Pao Chicken,https://thewoksoflife.com/kung-pao-chicken/,The Woks of Life,74,Entree,Asian,4.94 (86 ratings),"Sichuan-style kung pao chicken with dried chilies, peanuts, and a savory-spicy sauce. Authentic and deeply flavorful."
Mapo Tofu,https://thewoksoflife.com/ma-po-tofu/,The Woks of Life,74,Entree,Asian,4.9 (412 ratings),"Classic Sichuan mapo tofu with ground pork, silken tofu, doubanjiang, and numbing Sichuan peppercorns."
Chicken and Broccoli,https://thewoksoflife.com/chicken-broccoli-chinese-takeout/,The Woks of Life,74,Entree,Asian,,Chinese-American chicken and broccoli stir-fry in a velvety oyster sauce. Weeknight takeout replicated at home.
Red Braised Pork Belly,https://thewoksoflife.com/red-braised-pork-belly/,The Woks of Life,74,Entree,Asian,4.9 (68 ratings),"Hong Shao Rou — meltingly tender pork belly braised in soy, rice wine, and rock sugar until deeply caramelized."
Honey Garlic Salmon,https://www.jocooks.com/recipes/honey-garlic-salmon/,Jo Cooks,73,Entree,American,4.57 (23 ratings),"Salmon pan-seared and glazed with a sticky honey garlic sauce. Fast, five-ingredient weeknight fish."
Chicken Piccata,https://www.jocooks.com/recipes/chicken-piccata/,Jo Cooks,73,Entree,Italian,,Lightly breaded chicken cutlets in a bright lemon caper sauce. A classic Italian-American dish that impresses every time.
Beef Stew,https://www.jocooks.com/recipes/beef-stew/,Jo Cooks,73,Entree,American,4.7 (42 ratings),"Hearty beef stew with tender chunks of beef, potatoes, and carrots in a rich, thick gravy."
Moroccan Chicken,https://www.jocooks.com/recipes/moroccan-chicken/,Jo Cooks,73,Entree,Mediterranean,4.56 (102 ratings),"Spiced Moroccan chicken with ras el hanout, preserved lemons, and olives. Tagine-inspired flavors in one pan."
Pork Tenderloin,https://www.jocooks.com/recipes/pork-tenderloin/,Jo Cooks,73,Entree,American,,"Juicy pork tenderloin seared and roasted with garlic and herbs. Simple, reliable, and elegant weeknight centerpiece."
Lamb Chops,https://www.jocooks.com/recipes/pan-seared-lamb-chops/,Jo Cooks,73,Entree,Mediterranean,,"Herb-rubbed lamb chops pan-seared to a perfect crust. Quick, impressive weeknight protein."
Butter Chicken,https://www.jocooks.com/recipes/butter-chicken/,Jo Cooks,73,Entree,Indian,4.44 (41 ratings),"Tender chicken in a rich, fragrant tomato-cream butter sauce. Jo's approachable take on the beloved Indian classic."
Slow Cooker Chicken Tacos,https://www.foodiecrush.com/slow-cooker-chicken-tacos/,Foodie Crush,72,Entree,Latin/South American,,"Shredded chicken slow-cooked with salsa verde for easy, flavorful tacos. A set-and-forget weeknight staple."
Grilled Salmon with Avocado Salsa,https://www.foodiecrush.com/grilled-salmon-with-avocado-salsa/,Foodie Crush,72,Entree,American,,"Grilled salmon fillets topped with a fresh avocado-mango salsa. Light, vibrant, and impressive."
Sheet Pan Chicken,https://www.foodiecrush.com/sheet-pan-chicken/,Foodie Crush,72,Entree,American,,One-pan roasted chicken thighs and vegetables with a simple herb marinade. Easy weeknight dinner with minimal cleanup.
Chicken Fajita Bowls,https://www.foodiecrush.com/chicken-fajita-bowls/,Foodie Crush,72,Entree,Latin/South American,,"Seasoned chicken and peppers over rice with all the fajita toppings. Colorful, customizable weeknight bowl."
Shrimp Tacos,https://www.foodiecrush.com/shrimp-tacos/,Foodie Crush,72,Entree,Latin/South American,5 (11 ratings),"Seasoned shrimp in warm tortillas with slaw and chipotle crema. Quick, crowd-pleasing weeknight tacos."
Herb Roasted Chicken,https://www.foodiecrush.com/herb-roasted-chicken-thighs/,Foodie Crush,72,Entree,American,,Chicken thighs roasted under a blanket of fresh herbs and garlic until crispy and golden.
Butter Chicken,https://ministryofcurry.com/butter-chicken/,Ministry of Curry,75,Entree,Indian,5 (4 ratings),Authentic Indian butter chicken (murgh makhani) in a silky tomato-cream sauce. Instant Pot and stovetop versions included.
Lamb Curry,https://ministryofcurry.com/instant-pot-lamb-curry/,Ministry of Curry,75,Entree,Indian,,Tender Instant Pot lamb curry with aromatic whole spices and a deeply flavorful gravy.
Saag Chicken,https://ministryofcurry.com/saag-chicken/,Ministry of Curry,75,Entree,Indian,5 (3 ratings),Chicken simmered in a vibrant spiced spinach gravy. A nutritious and deeply flavorful Indian classic.
Keema,https://ministryofcurry.com/keema/,Ministry of Curry,75,Entree,Indian,,Spiced ground meat (keema) with peas in a fragrant sauce. A versatile Indian staple served with naan or rice.
Tandoori Chicken,https://ministryofcurry.com/tandoori-chicken/,Ministry of Curry,75,Entree,Indian,4.87 (22 ratings),Yogurt-marinated chicken with tandoori spices grilled or oven-roasted until charred and juicy.
Lemon Garlic Chicken,https://littlesunnykitchen.com/lemon-garlic-chicken/,Little Sunny Kitchen,75,Entree,Mediterranean,,"Bright lemon garlic chicken thighs baked or pan-seared. Simple, clean flavors that work any night of the week."
Chicken Shawarma,https://littlesunnykitchen.com/chicken-shawarma/,Little Sunny Kitchen,75,Entree,Mediterranean,5 (28 ratings),Middle Eastern shawarma-spiced chicken baked in the oven and served in wraps or bowls.
Butter Chicken,https://littlesunnykitchen.com/butter-chicken/,Little Sunny Kitchen,75,Entree,Indian,4.91 (61 ratings),"Creamy, rich butter chicken with an approachable recipe for the beloved Indian dish."
Baked Salmon,https://littlesunnykitchen.com/baked-salmon/,Little Sunny Kitchen,75,Entree,American,5 (11 ratings),"Simple oven-baked salmon with lemon and herbs. A clean, healthy protein dinner in under 20 minutes."
Slow Cooker Lamb Stew,https://littlesunnykitchen.com/slow-cooker-lamb-stew/,Little Sunny Kitchen,75,Entree,Mediterranean,,Tender chunks of lamb slow-cooked with vegetables in a spiced tomato broth. Warming and comforting.
Chicken Kabobs,https://littlesunnykitchen.com/chicken-kabobs/,Little Sunny Kitchen,75,Entree,Mediterranean,,Marinated chicken and vegetable skewers grilled until charred and juicy. Perfect summer grilling recipe.
Coconut Chickpea Curry,https://www.theendlessmeal.com/coconut-chickpea-curry/,The Endless Meal,75,Entree,Indian,,Creamy coconut milk chickpea curry with warming spices. Protein-rich vegan dinner ready in 30 minutes.
Lemon Garlic Chicken Thighs,https://www.theendlessmeal.com/lemon-garlic-chicken-thighs/,The Endless Meal,75,Entree,American,,"Chicken thighs with crispy skin in a bright lemon garlic pan sauce. Simple, reliable weeknight staple."
Honey Garlic Shrimp,https://www.theendlessmeal.com/honey-garlic-shrimp/,The Endless Meal,75,Entree,American,,Shrimp cooked in a sticky honey garlic sauce. Quick 15-minute weeknight dinner with big flavor.
Blackened Chicken,https://www.theendlessmeal.com/blackened-chicken/,The Endless Meal,75,Entree,American,5 (1 rating),"Chicken coated in Cajun blackening spices and seared until deeply charred. Smoky, spicy, and satisfying."
Salmon Teriyaki,https://www.theendlessmeal.com/salmon-teriyaki/,The Endless Meal,75,Entree,Asian,,Salmon glazed with homemade teriyaki sauce and broiled until caramelized. Quick weeknight Japanese-inspired dinner.
Chicken Tikka Masala,https://www.cookingclassy.com/chicken-tikka-masala/,Cooking Classy,71,Entree,Indian,,Richly spiced chicken tikka masala with a creamy tomato sauce. Jaclyn's straightforward version of the beloved dish.
Honey Garlic Chicken,https://www.cookingclassy.com/honey-garlic-chicken/,Cooking Classy,71,Entree,American,,Chicken thighs pan-seared and glazed in a sticky honey garlic sauce. A foolproof weeknight protein.
Baked Teriyaki Chicken,https://www.cookingclassy.com/baked-teriyaki-chicken/,Cooking Classy,71,Entree,Asian,,Chicken thighs baked in homemade teriyaki sauce until sticky and caramelized. Easy sheet pan dinner.
One Pan Salmon and Asparagus,https://www.cookingclassy.com/one-pan-salmon-asparagus/,Cooking Classy,71,Entree,American,,"Salmon and asparagus cooked together in one pan with a garlic herb butter. Fast, elegant, minimal cleanup."
Beef Stir Fry,https://www.cookingclassy.com/beef-stir-fry/,Cooking Classy,71,Entree,Asian,,Tender beef strips stir-fried with colorful vegetables in a savory brown sauce. Weeknight takeout alternative.
Chicken Fajitas,https://www.cookingclassy.com/chicken-fajitas/,Cooking Classy,71,Entree,Latin/South American,5 (5 ratings),Sizzling chicken fajitas with caramelized onions and peppers. Classic Tex-Mex crowd-pleaser.
Miso Ginger Salmon Bowl,https://familystylefood.com/miso-ginger-salmon-bowl/,Familystyle Food,71,Entree,Asian,,Salmon marinated in a miso-ginger glaze and served over rice with pickled vegetables. Elegant Japanese-inspired bowl.
Greek Chicken Kebabs,https://familystylefood.com/greek-chicken-kebabs/,Familystyle Food,71,Entree,Mediterranean,,"Herb-marinated chicken skewers with Greek spices, served with tzatziki. Light and vibrant summer grilling."
Braised Chicken Thighs with Olives and Tomatoes,https://familystylefood.com/braised-chicken-thighs-olives-tomatoes/,Familystyle Food,71,Entree,Mediterranean,,"Chicken thighs braised in a rustic sauce with olives, capers, and tomatoes. Italian-inspired one-pot comfort."
Spiced Lamb Meatballs,https://familystylefood.com/spiced-lamb-meatballs/,Familystyle Food,71,Entree,Mediterranean,,Aromatic lamb meatballs with warm spices in a tangy tomato sauce. Middle Eastern-inspired comfort dish.
Seared Scallops with Herb Butter,https://familystylefood.com/seared-scallops/,Familystyle Food,71,Entree,American,,"Golden-seared scallops finished with a fresh herb butter. Simple technique, stunning restaurant-quality result."
Chicken and Chickpea Stew,https://food52.com/recipes/chicken-and-chickpea-stew,Food52,72,Entree,Mediterranean,,Hearty chicken and chickpea stew with tomatoes and warming spices. Community-sourced recipe with big flavor.
Miso Butter Roasted Chicken,https://food52.com/recipes/miso-butter-roasted-chicken,Food52,72,Entree,Asian,,"Whole chicken roasted under a miso butter rub for incredibly savory, caramelized skin."
Lamb Meatballs with Yogurt Sauce,https://food52.com/recipes/lamb-meatballs-with-yogurt-sauce,Food52,72,Entree,Mediterranean,,Spiced lamb meatballs served with tangy yogurt sauce and fresh herbs. Middle Eastern-inspired weeknight protein.
Five-Ingredient Pasta with Shrimp,https://food52.com/recipes/shrimp-pasta,Food52,72,Entree,Italian,,"Simple shrimp pasta with garlic, lemon, and olive oil. Community-tested recipe celebrating minimal-ingredient cooking."
Adobo Chicken,https://wanderingchickpea.com/adobo-chicken/,Wandering Chickpea,66,Entree,Asian,,"Filipino chicken adobo braised in vinegar, soy, and garlic. Tangy, savory, and deeply comforting."
Spiced Lamb Flatbread,https://wanderingchickpea.com/spiced-lamb-flatbread/,Wandering Chickpea,66,Entree,Mediterranean,,Flatbread topped with spiced ground lamb and Middle Eastern spices. Weeknight-friendly open-faced mezze-style dish.
Coconut Chickpea Bowl,https://wanderingchickpea.com/coconut-chickpea-bowl/,Wandering Chickpea,66,Entree,Asian,,Creamy coconut chickpeas over rice with bright garnishes. Protein-rich vegan bowl with warming spices.
Chana Masala,https://www.cookwithmanali.com/chana-masala/,Cook With Manali,81,Entree,Indian,4.93 (51 ratings),Authentic North Indian chana masala with tender chickpeas in a spiced tomato-onion gravy.
Chicken Curry,https://www.cookwithmanali.com/chicken-curry/,Cook With Manali,81,Entree,Indian,,"Classic homestyle Indian chicken curry with a thick, aromatic gravy. Manali's comforting family recipe."
Lamb Keema Curry,https://www.cookwithmanali.com/keema-curry/,Cook With Manali,81,Entree,Indian,,"Spiced ground lamb curry with peas and aromatic whole spices. Quick, hearty Indian weeknight staple."
Aloo Gobi,https://www.indianhealthyrecipes.com/aloo-gobi/,Swasthi's Recipes,70,Entree,Indian,4.98 (605 ratings),"Dry-spiced cauliflower and potato curry cooked with turmeric, cumin, and coriander. Everyday Indian comfort dish."
Chicken Biryani,https://www.indianhealthyrecipes.com/chicken-biryani-recipe/,Swasthi's Recipes,70,Entree,Indian,4.99 (1647 ratings),Aromatic basmati rice layered with spiced chicken and saffron. Swasthi's authentic approach to the celebratory Indian dish.
Egg Curry,https://www.indianhealthyrecipes.com/egg-curry/,Swasthi's Recipes,70,Entree,Indian,,"Hard-boiled eggs in a spiced onion-tomato gravy. Budget-friendly, protein-rich Indian weeknight staple."
Prawn Masala,https://www.indianhealthyrecipes.com/prawn-masala/,Swasthi's Recipes,70,Entree,Indian,,Shrimp cooked in a spiced South Indian onion-tomato masala. Coastal-style prawn dish with bold aromatics.
Rajma,https://www.indianhealthyrecipes.com/rajma-recipe/,Swasthi's Recipes,70,Entree,Indian,4.99 (643 ratings),"Punjabi kidney bean curry with a thick, spiced tomato-onion gravy. Protein-rich North Indian staple served with rice."
Miso Salmon,https://playswellwithbutter.com/miso-salmon/,Plays Well With Butter,84,Entree,Asian,,Salmon marinated in a miso-soy glaze and broiled until caramelized. Pantry-friendly recipe with umami depth.
Cast Iron Steak,https://playswellwithbutter.com/cast-iron-steak/,Plays Well With Butter,84,Entree,American,5 (20 ratings),"Ribeye or NY strip seared in a blazing hot cast iron with butter, garlic, and herbs. The definitive home steakhouse technique."
Greek Chicken,https://playswellwithbutter.com/greek-chicken-bowls/,Plays Well With Butter,84,Entree,Mediterranean,,"Greek-marinated chicken served as a bowl with grains, feta, and tzatziki. Fresh and satisfying Mediterranean dinner."
Honey Garlic Salmon,https://playswellwithbutter.com/honey-garlic-salmon/,Plays Well With Butter,84,Entree,American,,Pan-seared salmon with a sticky honey garlic glaze. Quick weeknight fish with a sweet-savory finish.
Thai Basil Chicken,https://playswellwithbutter.com/thai-basil-chicken/,Plays Well With Butter,84,Entree,Asian,,"Spicy Thai basil chicken (pad krapow gai) with ground chicken, chilies, and fragrant basil over rice."
Lamb Chops with Herb Oil,https://playswellwithbutter.com/lamb-chops/,Plays Well With Butter,84,Entree,Mediterranean,,Herb-rubbed lamb chops seared until crisped and served with a vibrant green herb oil.
Harissa Chicken,https://allthehealthythings.com/harissa-chicken/,All the Healthy Things,84,Entree,Mediterranean,5 (1 rating),Chicken marinated in bold harissa paste and baked or grilled until charred. North African spice profile with minimal effort.
Sheet Pan Salmon and Vegetables,https://allthehealthythings.com/sheet-pan-salmon/,All the Healthy Things,84,Entree,American,5 (2 ratings),"Salmon and colorful vegetables roasted on a single sheet pan. Clean, simple, and protein-packed weeknight dinner."
Greek Chicken Bowls,https://allthehealthythings.com/greek-chicken-bowls/,All the Healthy Things,84,Entree,Mediterranean,,"Marinated Greek chicken served in bowls with rice, cucumbers, olives, and tzatziki."
Ground Turkey Stir Fry,https://allthehealthythings.com/ground-turkey-stir-fry/,All the Healthy Things,84,Entree,Asian,5 (8 ratings),"Lean ground turkey stir-fried with vegetables in a savory Asian-style sauce. Fast, nutritious weeknight dinner."
Tuscan Chicken,https://allthehealthythings.com/tuscan-chicken/,All the Healthy Things,84,Entree,Italian,5 (1 rating),"Chicken in a sun-dried tomato and spinach cream sauce. A lighter, healthier take on the Italian favorite."
Miso Glazed Salmon,https://www.twopeasandtheirpod.com/miso-glazed-salmon/,Two Peas and Their Pod,81,Entree,Asian,,"Salmon brushed with a sweet miso glaze and broiled until caramelized. Quick, elegant, five-ingredient dinner."
Chicken Enchiladas,https://www.twopeasandtheirpod.com/chicken-enchiladas/,Two Peas and Their Pod,81,Entree,Latin/South American,4.76 (29 ratings),Rolled chicken enchiladas in red sauce with melted cheese. A family-favorite Mexican comfort dish.
Lemon Herb Chicken,https://www.twopeasandtheirpod.com/lemon-herb-chicken/,Two Peas and Their Pod,81,Entree,American,,"Chicken marinated in lemon, garlic, and fresh herbs then grilled or baked. Versatile summer staple."
Sheet Pan Chicken Fajitas,https://www.twopeasandtheirpod.com/sheet-pan-chicken-fajitas/,Two Peas and Their Pod,81,Entree,Latin/South American,,One-pan chicken fajitas with caramelized peppers and onions. Easy weeknight Tex-Mex done right.
Shrimp Scampi,https://www.twopeasandtheirpod.com/shrimp-scampi/,Two Peas and Their Pod,81,Entree,Italian,,"Classic shrimp scampi in garlic butter and white wine. Fast, elegant, and endlessly satisfying."
One-Pot Chicken and Lentils,https://thefirstmess.com/one-pot-chicken-lentils/,The First Mess,74,Entree,Mediterranean,,"Braised chicken with lentils and vegetables in one pot. Wholesome, hearty, plant-protein-rich comfort dish."
White Bean and Kale Soup with Sausage,https://thefirstmess.com/white-bean-sausage-soup/,The First Mess,74,Entree,Italian,,Tuscan-inspired white bean and kale soup with sausage. Protein-rich one-pot meal packed with flavor.
Chickpea Coconut Curry,https://thefirstmess.com/chickpea-coconut-curry/,The First Mess,74,Entree,Indian,,Creamy coconut chickpea curry with spinach and warming spices. Protein-rich vegan dinner in 30 minutes.
Smoky Black Bean Tacos,https://thefirstmess.com/smoky-black-bean-tacos/,The First Mess,74,Entree,Latin/South American,,Smoky seasoned black bean tacos with all the toppings. Satisfying plant-based protein in a fun format.
Chicken Tikka Masala,https://www.inspiredtaste.net/36453/chicken-tikka-masala-recipe/,Inspired Taste,67,Entree,Indian,,Richly spiced chicken tikka masala with a creamy tomato sauce. Adam and Joanne's thoroughly tested version.
Easy Lemon Herb Salmon,https://www.inspiredtaste.net/35452/lemon-herb-salmon-recipe/,Inspired Taste,67,Entree,American,,"Salmon baked with a lemon herb butter. Simple, foolproof approach to weeknight fish."
Simple Chicken Thighs,https://www.inspiredtaste.net/35949/simple-chicken-thighs/,Inspired Taste,67,Entree,American,,Pan-seared chicken thighs with crispy skin and a simple herb seasoning. The foundation for countless weeknight meals.
Thai Peanut Noodles with Chicken,https://www.inspiredtaste.net/28753/thai-peanut-noodles/,Inspired Taste,67,Entree,Asian,,"Noodles tossed in a creamy Thai peanut sauce with shredded chicken. Quick, satisfying, and endlessly adaptable."
Crispy Tofu Bowl,https://www.veganricha.com/crispy-tofu-bowl/,Vegan Richa,80,Entree,Asian,,Crispy baked tofu over rice or grains with a savory sauce and fresh toppings. Satisfying vegan protein bowl.
Lentil Dal,https://www.veganricha.com/lentil-dal/,Vegan Richa,80,Entree,Indian,,"Comforting red lentil dal with cumin tempering and fresh cilantro. Quick, protein-rich vegan Indian staple."
Chana Masala,https://www.veganricha.com/chana-masala/,Vegan Richa,80,Entree,Indian,,Chickpea masala with tangy tomatoes and bold spices. Richa's popular plant-based protein-forward Indian classic.
Tempeh Stir Fry,https://www.veganricha.com/tempeh-stir-fry/,Vegan Richa,80,Entree,Asian,,"Marinated tempeh stir-fried with vegetables in a savory Asian sauce. High-protein, weeknight-friendly vegan meal."
Black Bean Tacos,https://www.veganricha.com/black-bean-tacos/,Vegan Richa,80,Entree,Latin/South American,,"Spiced black bean tacos with vibrant toppings. Quick, satisfying plant-based protein in taco form."
White Bean Stew,https://simple-veganista.com/white-bean-stew/,The Simple Veganista,81,Entree,Mediterranean,,"Tuscan-style white bean and tomato stew with herbs. Protein-rich, comforting, and deeply flavorful vegan dish."
Lentil Tacos,https://simple-veganista.com/lentil-tacos/,The Simple Veganista,81,Entree,Latin/South American,,Savory seasoned lentils as a taco filling with fresh toppings. A satisfying plant-protein alternative to meat tacos.
Chickpea Curry,https://simple-veganista.com/chickpea-curry/,The Simple Veganista,81,Entree,Indian,,"Simple, warming chickpea curry with coconut milk and aromatic spices. Weeknight vegan comfort food."
Black Bean Enchiladas,https://simple-veganista.com/black-bean-enchiladas/,The Simple Veganista,81,Entree,Latin/South American,,Rolled black bean enchiladas in red sauce. Protein-rich vegan take on a Mexican comfort classic.
BBQ Jackfruit Tacos,https://www.thissavoryvegan.com/bbq-jackfruit-tacos/,This Savory Vegan,75,Entree,American,,Smoky BBQ jackfruit in tacos with slaw. Meaty-textured vegan protein that satisfies the barbecue craving.
Lentil Bolognese,https://www.thissavoryvegan.com/lentil-bolognese/,This Savory Vegan,75,Entree,Italian,,Lentil-based Bolognese sauce over pasta. Protein-rich vegan version of the Italian meat sauce classic.
Chickpea Shawarma,https://www.thissavoryvegan.com/chickpea-shawarma-bowls/,This Savory Vegan,75,Entree,Mediterranean,,Chickpeas roasted in shawarma spices and served in bowls. Plant-based spin on a Middle Eastern classic.
Black Bean Burgers,https://www.thissavoryvegan.com/black-bean-burgers/,This Savory Vegan,75,Entree,American,,"Smoky, hearty black bean burgers that hold together on the grill. The go-to vegan burger recipe."
Grilled Salmon with Mango Salsa,https://jessicainthekitchen.com/grilled-salmon-mango-salsa/,Jessica in the Kitchen,72,Entree,American,,"Grilled salmon topped with a vibrant fresh mango salsa. Colorful, tropical, and naturally protein-rich."
Jerk Tofu,https://jessicainthekitchen.com/jamaican-jerk-tofu/,Jessica in the Kitchen,72,Entree,Caribbean,5 (13 ratings),"Tofu marinated in authentic Jamaican jerk seasoning and grilled or baked. Bold, smoky Caribbean-inspired vegan protein."
Chickpea Coconut Curry,https://jessicainthekitchen.com/chickpea-coconut-curry/,Jessica in the Kitchen,72,Entree,Indian,,Creamy coconut milk chickpea curry with spinach and warming spices. Nourishing plant-based weeknight dinner.
BBQ Cauliflower Steaks,https://jessicainthekitchen.com/bbq-cauliflower-steaks/,Jessica in the Kitchen,72,Entree,American,,Thick cauliflower steaks basted in smoky BBQ sauce and grilled. Hearty plant-based main course.
Teriyaki Tempeh Bowl,https://jessicainthekitchen.com/teriyaki-tempeh-bowl/,Jessica in the Kitchen,72,Entree,Asian,,"Glazed teriyaki tempeh over rice with steamed vegetables. Simple, protein-packed vegan bowl."
Salt and Pepper Pork Chops,https://www.madewithlau.com/salt-pepper-pork-chops/,Made With Lau,71,Entree,Asian,,Classic Cantonese salt and pepper pork chops with a crispy coating and aromatic seasonings.
Steamed Fish with Ginger and Scallions,https://www.madewithlau.com/steamed-fish/,Made With Lau,71,Entree,Asian,,"Cantonese steamed whole fish finished with hot oil, ginger, and scallions. Elegant technique from Randy Lau's father."
Oyster Sauce Beef,https://www.madewithlau.com/oyster-sauce-beef/,Made With Lau,71,Entree,Asian,,Tender beef stir-fried in oyster sauce with ginger and scallions. Chinese comfort food done authentically.
Braised Pork Belly,https://www.madewithlau.com/braised-pork-belly/,Made With Lau,71,Entree,Asian,,Cantonese braised pork belly cooked low and slow in a sweet-savory soy sauce until meltingly tender.
Kung Pao Chicken,https://www.madewithlau.com/kung-pao-chicken/,Made With Lau,71,Entree,Asian,,"Authentic kung pao chicken with Sichuan peppercorns, dried chilies, and peanuts. Made by Randy's father Lau."
Crispy Baked Chicken Thighs,https://www.onceuponachef.com/recipes/crispy-baked-chicken-thighs.html,Once Upon a Chef,89,Entree,American,,Oven-baked chicken thighs with ultra-crispy skin and juicy interior using Jenn's foolproof technique.
Beef Tenderloin,https://www.onceuponachef.com/recipes/beef-tenderloin-roast.html,Once Upon a Chef,89,Entree,American,,Perfectly roasted beef tenderloin with a herb crust. Jenn's special-occasion showstopper with restaurant-quality results.
Lemon Chicken,https://www.onceuponachef.com/recipes/lemon-chicken.html,Once Upon a Chef,89,Entree,Italian,,"Tender chicken in a bright lemon-butter pan sauce with capers. Simple, elegant, and ready in 30 minutes."
Herb Roasted Salmon,https://www.onceuponachef.com/recipes/herb-roasted-salmon.html,Once Upon a Chef,89,Entree,American,,Salmon roasted with a fresh herb and Dijon crust. Jenn's reliable approach to elegant weeknight fish.
Turkey Meatballs,https://www.onceuponachef.com/recipes/turkey-meatballs.html,Once Upon a Chef,89,Entree,Italian,4.96 (45 ratings),Light and flavorful turkey meatballs with a perfect texture. Served with marinara for a lighter take on spaghetti night.
Spatchcock Chicken,https://www.ambitiouskitchen.com/spatchcock-chicken/,Ambitious Kitchen,90,Entree,American,5 (1 rating),Butterflied roast chicken that cooks in record time with extra-crispy skin. Monique's technique-driven approach to a whole bird.
Thai Basil Chicken,https://www.ambitiouskitchen.com/thai-basil-chicken/,Ambitious Kitchen,90,Entree,Asian,,"Spicy Thai basil stir-fry with ground chicken over rice. Weeknight-quick, bold, and addictive."
Honey Lemon Chicken,https://www.ambitiouskitchen.com/honey-lemon-chicken/,Ambitious Kitchen,90,Entree,American,,"Pan-seared chicken in a bright honey-lemon sauce. Clean, simple, and endlessly satisfying."
Salmon with Mango Salsa,https://www.ambitiouskitchen.com/salmon-mango-salsa/,Ambitious Kitchen,90,Entree,American,,"Grilled or baked salmon topped with a vibrant mango-avocado salsa. Fresh, healthy, and visually stunning."
Sheet Pan Chicken Shawarma,https://www.ambitiouskitchen.com/sheet-pan-chicken-shawarma/,Ambitious Kitchen,90,Entree,Mediterranean,,Spiced shawarma chicken roasted on a sheet pan with vegetables. Bold Middle Eastern flavors with weeknight ease.
Lemon Herb Roasted Chicken,https://downshiftology.com/recipes/lemon-herb-roasted-chicken/,Downshiftology,86,Entree,American,,"Whole chicken roasted with a lemon herb butter under the skin. Lisa's clean, wholesome approach to a family classic."
Salmon with Avocado Salsa,https://downshiftology.com/recipes/baked-salmon-avocado-salsa/,Downshiftology,86,Entree,American,,"Baked salmon topped with creamy avocado salsa. Naturally gluten-free, paleo-friendly, and ready in 20 minutes."
Sheet Pan Shrimp Fajitas,https://downshiftology.com/recipes/shrimp-fajitas/,Downshiftology,86,Entree,Latin/South American,4.97 (52 ratings),"Shrimp and peppers roasted together on a sheet pan with fajita spices. Healthy, colorful, fast weeknight dinner."
Mediterranean Baked Chicken,https://downshiftology.com/recipes/mediterranean-baked-chicken/,Downshiftology,86,Entree,Mediterranean,,"Chicken baked with olives, tomatoes, and artichokes in Mediterranean spices. Clean-eating comfort dish."
Chicken Enchilada Casserole,https://www.thecookierookie.com/chicken-enchilada-casserole/,The Cookie Rookie,86,Entree,Latin/South American,,Layered chicken enchilada casserole with cheese and red sauce. Easy crowd-pleaser for family dinners.
Slow Cooker Pot Roast,https://www.thecookierookie.com/slow-cooker-pot-roast/,The Cookie Rookie,86,Entree,American,4.68 (56 ratings),Tender chuck roast slow-cooked with vegetables in a savory broth. Classic Sunday dinner made effortlessly.
Honey Garlic Salmon,https://www.thecookierookie.com/honey-garlic-salmon/,The Cookie Rookie,86,Entree,American,4.71 (65 ratings),Salmon glazed with honey garlic and pan-seared until caramelized. Weeknight fish that feels special.
Lamb Shank Ragu,https://www.saveur.com/lamb-shank-ragu-recipe/,Saveur,81,Entree,Italian,,Slow-braised lamb shanks broken into a rich pasta ragu. Restaurant-worthy technique for a deeply satisfying sauce.
Spiced Roast Chicken,https://www.saveur.com/spiced-roast-chicken-recipe/,Saveur,81,Entree,American,,Whole chicken rubbed with a complex spice blend and roasted until golden. A global approach to the classic centerpiece.
