Recipe Title,URL,Blogger Name,Alignment Score,Meal Type,Cuisine Style,Rating,Notes,V,V Mod,V Mod Notes,Vg,Vg Mod,Vg Mod Notes,GF,GF Mod,GF Mod Notes,DF,DF Mod,DF Mod Notes,LH,LH Mod,LH Mod Notes,LF,LF Mod,LF Mod Notes,AIP,AIP Mod,AIP Mod Notes,K,K Mod,K Mod Notes,Protein,Entree Type
Baked Fish With Potatoes & Olives,https://themodernproper.com/baked-fish-with-potatoes-olives,The Modern Proper,94.0,Entree,Mediterranean,5.0 (1 rating),Sheet pan white fish with olive bar ingredients; elegant and easy; 35 min,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Fish,Roasted/Baked
Creamy Mushroom Polenta,https://www.loveandlemons.com/mushroom-polenta-2/,Love and Lemons,90.0,Entree,Italian,5.0 (7 ratings),Umami-rich mushrooms on creamy polenta with chimichurri; vegetarian; 60 min,1,0,,1,0,,0,1,polenta is naturally GF with cornmeal,0,0,,0,0,,0,0,,0,0,,0,0,,Vegetable,Entree
Baked Ziti,https://www.gimmesomeoven.com/baked-ziti/,Gimme Some Oven,92.0,Entree,Italian,5.0 (3 ratings),"Comfort pasta with Italian sausage, spinach, pancetta and melted cheese; crowd-pleaser; 40 min",,,,,,,1,,,,1,Use a plant-based milk. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,1,,,Pork,Pasta
Broccoli Cheddar Spinach Frittata,https://cookieandkate.com/broccoli-cheddar-spinach-frittata/,Cookie and Kate,91.0,Breakfast,American,4.9 (69 ratings),"Vegetarian frittata with broccoli, spinach and cheddar; flexible for any meal; 30 min",0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Egg,Egg Dish
Better Broccoli Casserole,https://cookieandkate.com/better-broccoli-casserole-recipe/,Cookie and Kate,91.0,Side Dish,American,4.9 (533 ratings),Roasted broccoli with creamy quinoa and cheddar; toasted breadcrumbs; satisfying side,,1,Use plant-based dairy alternatives.,1,,,,,,,1,Replace butter with olive oil. Use a plant-based milk. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic with garlic-infused oil.,,,,,,,Vegetable,Casserole/Bake
Easy Air Fryer Pizza,https://www.killingthyme.net/easy-air-fryer-pizza/,Killing Thyme,92.0,Entree,Italian,5 (78 ratings),Crispy air fryer pizza with homemade dough; customizable toppings; 25 min,,1,Use plant-based dairy alternatives.,1,,,1,,,,1,omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic with garlic-infused oil.,,,,1,,,Pasta,Pizza
Mediterranean Feta Chicken Bake,https://www.jaroflemons.com/mediterranean-feta-chicken-bake/,Jar of Lemons,94.0,Entree,Mediterranean,NR,"Sheet pan chicken with feta, olives and Mediterranean vegetables; elegant simplicity; 35 min",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Casserole/Bake
Sheet Pan Honey-Sesame Chicken,https://dishingouthealth.com/honey-sesame-chicken/,Dishing Out Health,93.0,Entree,Asian,5 (21 ratings),"Sheet pan Asian-inspired chicken with soy-ginger glaze, broccoli, and bell peppers; quick weeknight dinner; 30 min",0,0,,0,0,,0,1,Sub tamari for soy sauce for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
Basil Chicken Sheet Pan Dinner,https://www.jaroflemons.com/basil-chicken-sheet-pan-dinner/,Jar of Lemons,94.0,Entree,Italian,4.81 (63 ratings),"30-minute sheet pan chicken with fresh basil tomato sauce, asparagus, and baby potatoes; dairy-free",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
Cast Iron Pork Chops With Pears & Ginger,https://www.killingthyme.net/pan-fried-pork-chops-with-pear-and-ginger-sauce-skillet-pork-chops/,Killing Thyme,92.0,Entree,American,5 (14 ratings),Pan-seared pork chops with a luscious pear and ginger pan sauce; elegant yet simple; 25 min,0,0,,0,0,,0,1,Omit flour dredging for GF,0,1,sauce is naturally dairy-free,0,0,,0,0,,0,0,,0,0,,Pork,Entree
Turkish Lamb Wraps,https://www.feastingathome.com/turkish-lamb-wraps/,Feasting at Home,93.0,Entree,Middle Eastern,4.8 (21 ratings),"Ground lamb seasoned with Turkish spices, mint, fresh vegetables, and labneh; fresh and flavorful; 25 min",,,,,,,,1,Use corn or GF tortillas.,,1,Use coconut yogurt.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Lamb,Tacos/Wraps
Persian Inspired Herb and Beef Stew,https://www.halfbakedharvest.com/herb-and-beef-stew/,Half Baked Harvest,91.0,Entree,Middle Eastern,4.3 (804 ratings),"Aromatic beef stew with turmeric, fresh herbs (cilantro, dill, parsley), lemon zest, and spinach; 60+ min but hands-off",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Soup/Stew
One-Pan Pork Chops Florentine,https://somuchfoodblog.com/pork-chops-florentine/,So Much Food Blog,95.0,Entree,Italian,4.95 (20 ratings),"Pan-seared pork in creamy spinach, tomato, and parmesan sauce; elegant and simple; 25 min",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Pork,One-Pan
Instant Pot Middle Eastern Lamb Stew,https://www.feastingathome.com/instant-pot-middle-eastern-lamb-stew/,Feasting at Home,93.0,Entree,Middle Eastern,4.9 (183 ratings),"Fragrant lamb with chickpeas, warm spices (cumin, coriander, cinnamon), raisins; 15 min hands-on; serves 6",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Lamb,Soup/Stew
Grilled Hoisin Pork Chops,https://somuchfoodblog.com/grilled-hoisin-pork-chops/,So Much Food Blog,95.0,Entree,Asian,5 (1 rating),Quick-brined pork chops with sticky hoisin glaze; juicy and packed with umami flavor; 30 min cook + brine time,0,0,,0,0,,0,1,Sub tamari for soy sauce in glaze for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Pork,Grilled
Vegetable Pasta Bake,https://dishingouthealth.com/vegetable-pasta-bake/,Dishing Out Health,93.0,Entree,Italian,4.91 (10 ratings),"One-pan pasta with sautéed mushrooms, spinach, bell peppers, ricotta dollops, and melted mozzarella; 30 min",0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Vegetarian,Pasta
Honey Balsamic Chicken & Veggies,https://www.jaroflemons.com/honey-balsamic-chicken-veggies/,Jar of Lemons,94.0,Entree,American,4.53 (23 ratings),Sheet pan freezer meal with glazed chicken breasts and roasted vegetables; 30 min bake; make-ahead friendly,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
30 Minute Korean Beef and Peppers,https://www.halfbakedharvest.com/30-minute-korean-beef-and-peppers/,Half Baked Harvest,91.0,Entree,Asian,4.37 (223 ratings),"Quick stir-fried Korean beef with bell peppers, gochujang-honey glaze, and toasted sesame rice; bold and aromatic; 30 min",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Entree
Chickpea Curry with Spinach and Rice,https://pinchofyum.com/chickpea-curry,Pinch of Yum,88.0,Entree,Indian,5 (97 ratings),"20-minute red curry with chickpeas, spinach, coconut milk, and cilantro over jasmine rice; vegan and budget-friendly",1,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Soup/Stew
Pan-seared Cod with Lemon Caper Sauce,https://foodbymars.com/pan-seared-cod-with-lemon-caper-sauce-paleo-whole30/,Food By Mars,88.0,Entree,American,4.28 (18 ratings),Restaurant-inspired white fish with lemon-caper pan sauce made with ghee; 20 min; versatile for any white fish,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,1,0,,1,0,,Fish,Seared/Fried
Green Coconut Curry Soup with Shrimp,https://foodbymars.com/green-coconut-curry-with-shrimp-paleo-whole30/,Food By Mars,88.0,Entree,Asian,4.88 (32 ratings),"25-minute creamy coconut curry soup with shrimp, zucchini noodles, and aromatic spices; paleo and whole30; warming comfort",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,1,0,,1,0,,Seafood,Soup/Stew
French Onion Pork Chops,https://www.killingthyme.net/french-onion-pork-chops/,Killing Thyme,92.0,Entree,French,5 (27 ratings),"Tender pork chops smothered in caramelized onion gravy, topped with melty gruyère and breadcrumbs; 35 min; bistro-style",0,0,,0,0,,0,1,Omit breadcrumb topping or sub panko with GF breadcrumbs for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Pork,Entree
Sheet Pan Shrimp,https://www.themediterraneandish.com/sheet-pan-shrimp/,The Mediterranean Dish,94.0,Entree,Mediterranean,5 (24 ratings),"10-minute sheet pan shrimp with paprika, oregano, coriander, cumin, and fresh lemon; minimal prep, maximum flavor",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Seafood,Sheet Pan
Creamy Thai Sweet Potato Curry,https://pinchofyum.com/creamy-thai-sweet-potato-curry,Pinch of Yum,88.0,Entree,Asian,4.7 (100 ratings),"Silky curry with sweet potatoes, coconut milk, fresh cilantro, and tofu; vegetarian; comfort food with bold flavors; 40 min",1,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Soup/Stew
Herb Crusted Leg of Lamb with Mint Gremolata,https://www.feastingathome.com/herb-crusted-leg-of-lamb-with-mint-gremolata/,Feasting at Home,93.0,Entree,Mediterranean,4.9 (9 ratings),Showstopper holiday lamb with herb-garlic crust and bright mint gremolata; slow-roasted; elegant entertaining main,0,0,,0,0,,0,1,omit any flour for pure GF,1,0,,0,0,,0,0,,0,0,,0,0,,Lamb,Entree
Apple Cranberry Pork Chops,https://www.killingthyme.net/apple-cranberry-pork-chops-2/,Killing Thyme,92.0,Entree,American,NR,Sweet and savory pan-seared pork with apple-cranberry sauce; perfect autumn dinner; 30 min; elegant weeknight option,0,0,,0,0,,0,1,Omit flour dredging for GF,0,1,sauce naturally dairy-free,0,0,,0,0,,0,0,,0,0,,Pork,Entree
Shrimp Oreganata,https://www.themediterraneandish.com/shrimp-oreganata/,The Mediterranean Dish,94.0,Entree,Mediterranean,4 (5 ratings),Juicy baked shrimp in garlic white wine sauce topped with seasoned breadcrumbs; classic Italian-American; 20 min,0,0,,0,0,,0,1,Sub panko with GF breadcrumbs for GF,0,1,omit butter in sauce for pure DF,0,0,,0,0,,0,0,,0,0,,Seafood,Entree
5-Ingredient Green Curry,https://pinchofyum.com/green-curry,Pinch of Yum,88.0,Entree,Asian,4.6 (84 ratings),"Vegetarian curry with tofu, broccoli, sweet potatoes, and coconut milk; minimal ingredients, maximum flavor; 20 min",1,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Soup/Stew
Portuguese Peri Peri Chicken,https://www.feastingathome.com/portuguese-chicken-and-potatoes/,Feasting at Home,93.0,Entree,American,5 (92 ratings),"Fiery, smoky Portuguese peri peri chicken with crispy skin and bold charred flavor.",,,,,,,1,,,,1,Use coconut yogurt.,,,,,1,Replace garlic with garlic-infused oil.,,,,,,,Chicken,Entree
Chicken Piccata,https://www.feastingathome.com/chicken-piccata/,Feasting at Home,93.0,Entree,Italian,5 (30 ratings),"Classic chicken piccata with a bright lemon-caper pan sauce — quick, elegant, and endlessly satisfying.",,,,,,,,1,"replace all-purpose flour with a 1:1 GF flour blend, or use arrowroot powder for gravies and sauces.",,1,Replace butter with olive oil.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Entree
Sumac Chicken,https://www.feastingathome.com/sumac-chicken-with-meyer-lemons/,Feasting at Home,93.0,Entree,Mediterranean,4.9 (36 ratings),"Tangy sumac-rubbed chicken roasted to perfection — earthy, aromatic, and beautifully simple.",,,,,,,1,,,1,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Entree
Feel Better Chicken Soup,https://www.feastingathome.com/chicken-soup/,Feasting at Home,93.0,Entree,American,5 (140 ratings),"A deeply nourishing, deeply delicious chicken soup packed with vegetables and healing spices.",,,,,,,1,,,1,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,1,,,Chicken,Soup/Stew
Thai Basil Chicken,https://www.feastingathome.com/thai-basil-chicken/,Feasting at Home,93.0,Entree,Thai,5 (54 ratings),Fragrant Thai basil chicken with a savory-sweet sauce and a hint of heat — better than takeout.,,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,1,,,,,,,,,,,,,,,Chicken,Entree
Chinese Chicken Salad,https://www.feastingathome.com/chinese-chicken-salad/,Feasting at Home,93.0,Entree,Asian,4.9 (18 ratings),"A crispy, colorful Chinese chicken salad with sesame dressing that comes together in minutes.",,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,1,,,,,,,1,Replace onion with the green tops of scallions.,,,,,,,Chicken,Salad
Authentic Kung Pao Chicken Recipe,https://www.feastingathome.com/best-kung-pao-chicken-recipe/,Feasting at Home,93.0,Entree,Asian,5 (13 ratings),"Classic Kung Pao chicken with tender pieces in a bold, slightly spicy sauce with crunchy peanuts.",,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,1,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Entree
Baked Chicken Thighs,https://www.feastingathome.com/one-pan-chicken-and-crispy-potatoes/,Feasting at Home,93.0,Entree,American,4.9 (17 ratings),"Golden, juicy bone-in chicken thighs baked with crispy potatoes in one pan.",,,,,,,1,,,1,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,1,"Omit or replace tomatoes with roasted beets or butternut squash. Replace peppers with celery or zucchini. Replace seed-based spices with turmeric, ginger, or fresh herbs.",,,,Chicken,Roasted/Baked
Persian Chicken,https://www.feastingathome.com/persian-chicken-with-chelow-and-yogurt-sauce/,Feasting at Home,93.0,Entree,Middle Eastern,4.9 (35 ratings),"Aromatic Persian-spiced chicken with golden saffron notes — fragrant, tender, and deeply flavorful.",,,,,,,1,,,1,,,,,,,,,,,,,,,Chicken,Entree
Traditional Chicken Cacciatore Recipe,https://www.feastingathome.com/chicken-cacciatore/,Feasting at Home,93.0,Entree,Italian,5 (30 ratings),"Rustic Italian chicken cacciatore slow-simmered with tomatoes, olives, and herbs.",,,,,,,1,,,1,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,1,,,Chicken,Entree
Asian Chicken Lettuce Wraps,https://www.feastingathome.com/lettuce-wraps/,Feasting at Home,93.0,Entree,Asian,5 (2 ratings),"Fresh, crunchy Asian chicken lettuce wraps — light, flavor-packed, and impossible to stop at one.",,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,,1,Replace butter with olive oil.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Tacos/Wraps
Greek Chicken Meatballs,https://www.feastingathome.com/greek-chicken-meatballs/,Feasting at Home,93.0,Entree,Mediterranean,4.9 (7 ratings),Juicy herb-spiced Greek chicken meatballs — perfect served with tzatziki or over a salad.,,,,,,,,1,Use GF breadcrumbs or almond flour.,1,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Roasted/Baked
Creamy Tuscan Chicken,https://www.feastingathome.com/tuscan-chicken/,Feasting at Home,93.0,Entree,Italian,5 (11 ratings),"Rich, creamy Tuscan chicken with sun-dried tomatoes and spinach in a velvety pan sauce.",,,,,,,,1,"replace all-purpose flour with a 1:1 GF flour blend, or use arrowroot powder for gravies and sauces.",,1,Replace butter with olive oil. Use full-fat coconut cream instead of heavy cream. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Entree
Sticky Asian Chicken Wings,https://www.feastingathome.com/sticky-asian-chicken-wings/,Feasting at Home,93.0,Entree,Asian,4.8 (6 ratings),"Sticky, glossy Asian chicken wings with a sweet-savory glaze — great for any occasion.",,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,1,,,,,,,,,,,,,,,Chicken,Roasted/Baked
Easy Chicken Enchiladas,https://www.feastingathome.com/simple-chicken-enchiladas/,Feasting at Home,93.0,Entree,Mexican,5 (24 ratings),Tender chicken rolled in warm tortillas with a smoky sauce and melted cheese on top.,,,,,,,,1,"replace all-purpose flour with a 1:1 GF flour blend, or use arrowroot powder for gravies and sauces.",,1,Use a dairy-free sour cream. omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Chicken,Tacos/Wraps
Gorgonzola Chicken with Mushrooms & Sage,https://www.feastingathome.com/gorgonzola-chicken/,Feasting at Home,93.0,Entree,Italian,4.9 (40 ratings),"Elegant pan-seared chicken with earthy mushrooms, crispy sage, and bold gorgonzola.",,,,,,,,1,"replace all-purpose flour with a 1:1 GF flour blend, or use arrowroot powder for gravies and sauces.",,1,Replace butter with olive oil. Use full-fat coconut cream instead of heavy cream. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Entree
Double the Mushrooms Chicken Marsala,https://www.feastingathome.com/chicken-marsala/,Feasting at Home,93.0,Entree,Italian,5 (34 ratings),"A double-mushroom chicken marsala with a deeply savory, wine-rich pan sauce.",,,,,,,,1,"replace all-purpose flour with a 1:1 GF flour blend, or use arrowroot powder for gravies and sauces.",,1,Replace butter with olive oil. Use full-fat coconut cream instead of heavy cream.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Entree
Grilled Lemon Herb Chicken,https://www.feastingathome.com/grilled-lemon-herb-chicken/,Feasting at Home,93.0,Entree,American,5 (22 ratings),"Bright lemon herb grilled chicken — simple, fresh, and perfect for any season.",,,,,,,1,,,1,,,,,,,1,Replace garlic with garlic-infused oil.,,1,"Omit or replace tomatoes with roasted beets or butternut squash. Replace peppers with celery or zucchini. Replace seed-based spices with turmeric, ginger, or fresh herbs.",1,,,Chicken,Grilled
Huli Huli Chicken,https://www.feastingathome.com/huli-huli-chicken/,Feasting at Home,93.0,Entree,Hawaiian,5 (20 ratings),Sweet and sticky Hawaiian Huli Huli chicken with a tangy pineapple-soy glaze.,,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,1,,,,,,,,,,,,,,,Chicken,Grilled
Chicken Shawarma Recipe,https://www.feastingathome.com/grilled-chicken-shawarma-recipe/,Feasting at Home,93.0,Entree,Mediterranean,5 (78 ratings),Boldly spiced grilled chicken shawarma with warm Middle Eastern aromatics.,,,,,,,1,,,1,,,,,,,1,Replace garlic with garlic-infused oil.,,,,1,,,Chicken,Tacos/Wraps
Indonesian Grilled Sambal Chicken,https://www.feastingathome.com/grilled-sambal-chicken/,Feasting at Home,93.0,Entree,Asian,5 (21 ratings),Fiery Indonesian sambal-marinated chicken grilled to smoky perfection.,,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,1,,,,,,,1,Replace garlic with garlic-infused oil.,,,,,,,Chicken,Grilled
Chicken Pozole Recipe,https://www.feastingathome.com/pozole-recipe/,Feasting at Home,93.0,Entree,Mexican,5 (87 ratings),"Rich, hearty Mexican pozole with tender chicken and hominy in a deeply flavorful red broth.",,,,,,,1,,,1,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,1,,,Chicken,Soup/Stew
Asian Chicken Meatball Soup,https://www.feastingathome.com/chicken-wonton-less-soup/,Feasting at Home,93.0,Entree,Asian,5 (12 ratings),Light yet deeply savory Asian-spiced chicken meatball soup — wonton flavor without the wonton.,,,,,,,1,,,1,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,1,,,Chicken,Soup/Stew
Moroccan Chicken Soup,https://www.feastingathome.com/chicken-lentil-soup/,Feasting at Home,93.0,Entree,Middle Eastern,5 (53 ratings),"Warmly spiced Moroccan chicken soup with lentils and a rich, aromatic broth.",,,,,,,1,,,1,,,,,,,,,,,,,,,Chicken,Soup/Stew
Tom Kha Soup Recipe,https://www.feastingathome.com/tom-kha-gai/,Feasting at Home,93.0,Entree,Thai,4.8 (82 ratings),"Silky, fragrant Thai coconut Tom Kha soup with tender chicken and fresh herbs.",,,,,,,1,,,,1,Use a plant-based milk.,,,,,1,Replace onion with the green tops of scallions.,,,,,,,Chicken,Soup/Stew
Peanut Butter Chicken,https://www.feastingathome.com/instant-pot-peanut-chicken/,Feasting at Home,93.0,Entree,Indian,4.8 (117 ratings),"Tender chicken in a rich, creamy peanut butter sauce with a hint of heat.",,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,,1,Replace butter with olive oil. Use a plant-based milk.,,,,,,,,,,,,,Chicken,Entree
Instant Pot Teriyaki Chicken,https://www.feastingathome.com/instant-pot-teriyaki-chicken/,Feasting at Home,93.0,Entree,Asian,4.7 (13 ratings),"Glossy, sweet-savory teriyaki chicken made effortlessly in the Instant Pot.",,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,1,,,,,,,,,,,,,,,Chicken,Entree
"Chicken Carnitas (Dutch Oven, Instant Pot, Slow Cooker)",https://www.feastingathome.com/dutch-oven-chicken-carnitas/,Feasting at Home,93.0,Entree,Mexican,5 (43 ratings),"Fall-apart Mexican chicken carnitas with crispy edges — versatile enough for tacos, bowls, or burritos.",,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,1,,,,,,,,,,,,1,,,Chicken,Slow-Cooked
Harissa Chicken,https://www.feastingathome.com/sheet-pan-harissa-chicken/,Feasting at Home,93.0,Entree,Middle Eastern,5 (55 ratings),"Bold, smoky harissa-rubbed sheet pan chicken — weeknight dinner with a serious kick.",,,,,,,1,,,,1,Use coconut yogurt.,,,,,,,,,,,,,Chicken,Entree
Tarragon Chicken with Asparagus,https://www.feastingathome.com/tarragon-chicken-with-asparagus-lemon-leeks/,Feasting at Home,93.0,Entree,American,4.9 (51 ratings),Elegant French-inspired chicken with fresh tarragon and tender asparagus.,,,,,,,1,,,1,,,,,,,,,,,,1,,,Chicken,Entree
Sheet Pan Mediterranean Chicken,https://www.feastingathome.com/mediterranean-chicken/,Feasting at Home,93.0,Entree,Mediterranean,5 (71 ratings),"Vibrant sheet pan chicken with Mediterranean vegetables, olives, and herbs.",,,,,,,1,,,1,,,,,,,,,,,,,,,Chicken,Sheet Pan
Chicken Fajita Sheet Pan Recipe,https://www.feastingathome.com/sheet-pan-chicken-fajitas/,Feasting at Home,93.0,Entree,Mexican,5 (45 ratings),"Smoky, sizzling chicken fajitas made easy on a single sheet pan.",,,,,,,1,,,,1,Use a dairy-free sour cream.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Tacos/Wraps
Italian Wedding Soup,https://www.feastingathome.com/italian-wedding-soup/,Feasting at Home,93.0,Entree,Italian,5 (10 ratings),"Classic Italian wedding soup with tender meatballs, greens, and a rich, comforting broth.",,,,,,,,1,Use GF breadcrumbs or almond flour. Replace pasta with a GF alternative — we like brown rice pasta for the most comparable texture.,,1,omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Soup/Stew
Swedish Meatballs,https://www.feastingathome.com/swedish-meatballs-2/,Feasting at Home,93.0,Entree,European,5 (8 ratings),"Cozy, creamy Swedish meatballs with a velvety gravy — pure comfort food at its best.",,,,,,,,1,"Use tamari instead of soy sauce. replace all-purpose flour with a 1:1 GF flour blend, or use arrowroot powder for gravies and sauces. Use GF breadcrumbs or almond flour.",,1,Replace butter with olive oil. Use full-fat coconut cream instead of heavy cream. Use coconut yogurt. Use a dairy-free sour cream.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Beef,Roasted/Baked
Chicken Taco Recipe,https://www.feastingathome.com/chicken-taco-recipe/,Feasting at Home,93.0,Entree,Mexican,5 (4 ratings),"Simple, seasoned chicken tacos that are weeknight-fast and endlessly customizable.",,,,,,,,1,"replace all-purpose flour with a 1:1 GF flour blend, or use arrowroot powder for gravies and sauces.",,1,Use a dairy-free sour cream.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Tacos/Wraps
Homemade Gyro Recipe,https://www.feastingathome.com/homemade-gyro-recipe/,Feasting at Home,93.0,Entree,Mediterranean,5 (15 ratings),"Juicy, herb-packed homemade gyro meat with all the fresh toppings.",,,,,,,,1,Use corn or GF tortillas.,,1,Use coconut yogurt.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Tacos/Wraps
Grilled Chicken Shawarma Salad,https://www.feastingathome.com/grilled-chicken-salad-shawarma/,Feasting at Home,93.0,Entree,Mediterranean,5 (2 ratings),Boldly spiced shawarma chicken over a crisp salad with a creamy tahini dressing.,,,,,,,1,,,,1,Use a plant-based milk. Use coconut yogurt.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,1,,,Chicken,Tacos/Wraps
Sloppy Joes with Homemade BBQ Sauce,https://www.feastingathome.com/sloppy-joe-recipe/,Feasting at Home,93.0,Entree,American,4.9 (7 ratings),"Messy, saucy sloppy joes with a rich homemade BBQ sauce — nostalgic and deeply satisfying.",,,,,,,1,,,1,,,,,,,,,,,,,1,Replace honey with a liquid allulose sweetener.,Beef,Sandwich/Burger
Panang Curry,https://www.feastingathome.com/panang-curry/,Feasting at Home,93.0,Entree,Indian,5 (17 ratings),"Deeply rich and fragrant Thai Panang curry with a thick, creamy coconut sauce.",,,,,,,1,,,,1,Replace butter with olive oil. Use a plant-based milk.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Entree
Chicken Tortilla Soup,https://www.feastingathome.com/instant-pot-chicken-tortilla-soup/,Feasting at Home,93.0,Entree,Mexican,5 (457 ratings),"Bold, smoky chicken tortilla soup loaded with flavor — ready fast in the Instant Pot or on the stovetop.",,,,,,,1,,,1,,,,,,,,,,,,,,,Chicken,Soup/Stew
30 Minute Honey Garlic Chicken,https://www.halfbakedharvest.com/honey-garlic-chicken/,Half Baked Harvest,91.0,Entree,American,4.03 (143 ratings),"Sticky, caramelized honey garlic chicken on the table in just 30 minutes — weeknight dinner perfection.",,,,,,,,1,"Use tamari instead of soy sauce. replace all-purpose flour with a 1:1 GF flour blend, or use arrowroot powder for gravies and sauces.",1,,,,,,,,,,,,,,,Chicken,Entree
Cider Braised Pot Roast with Crispy Sage Butter Potatoes,https://www.halfbakedharvest.com/cider-braised-pot-roast/,Half Baked Harvest,91.0,Entree,American,4.83 (288 ratings),Fall-apart pot roast slow-braised in apple cider with crispy sage butter potatoes tucked alongside.,,,,,,,,1,"replace all-purpose flour with a 1:1 GF flour blend, or use arrowroot powder for gravies and sauces.",,1,Replace butter with olive oil.,,,,,,,,,,,,,Beef,Slow-Cooked
Crockpot Creamy Broccoli Cheddar Chicken,https://www.halfbakedharvest.com/broccoli-cheddar-chicken/,Half Baked Harvest,91.0,Entree,American,4.69 (222 ratings),Tender slow-cooked chicken in a rich broccoli cheddar sauce — pure comfort with zero effort.,,,,,,,1,,,,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,1,,,Chicken,Slow-Cooked
Sheet Pan Honey Buffalo Chicken with Broccoli,https://www.halfbakedharvest.com/honey-buffalo-chicken/,Half Baked Harvest,91.0,Entree,American,4.93 (344 ratings),"Sweet heat honey buffalo chicken and roasted broccoli on one pan — easy cleanup, big flavor.",,,,,,,,1,"replace all-purpose flour with a 1:1 GF flour blend, or use arrowroot powder for gravies and sauces.",,1,Replace butter with olive oil. omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Chicken,Sheet Pan
Hot Honey Crispy Salmon Bowls,https://www.halfbakedharvest.com/hot-honey-crispy-salmon-bowls/,Half Baked Harvest,91.0,Entree,American,4.95 (184 ratings),"Crispy pan-seared salmon drizzled with hot honey, served bowl-style for a fast, crave-worthy dinner.",,,,,,,1,,,,1,omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Salmon,Bowl
